code,title,title_ja,session_type,session_tracks,session_tracks_ja,date,time_from,time_to,hour_from,description,description_ja,session_id,url
MI102,SQL Server to Snowflake: Harvesting AI & Digital Innovation in $70B Agriculture,SQL ServerからSnowflakeへ：7000億ドルの農業におけるAIとデジタル革新の収穫,Breakout-Session,Others,その他,,,,,"Join this session to learn how Farm Credit Services of America migrated to Snowflake, including dashboards and queries, and decommissioned SQL Server. You'll also hear how Farm Credit Services of America uses Snowflake with Adobe to leverage personalized customer experiences and learn more about Snowflake's role in our $12 billion AgCountry partnership, using Document AI to process over 20 million documents, boosting efficiency and learning.
","本セッションでは、Farm Credit Services of Americaがダッシュボードやクエリーを含め、どのようにSnowflakeに移行し、SQL Serverを廃止したかをご紹介します。また、Farm Credit Services of AmericaがAdobeと共にSnowflakeを使用して、パーソナライズされた顧客体験をどのように活用しているのか、120億ドル規模のAgCountryパートナーシップにおけるSnowflakeの役割についてもご紹介します。
",1738820761081001iqS9,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738820761081001iqS9
MI203,Streamline Snowflake Migrations and Prepare for AI with LeapLogic,LeapLogicでSnowflakeの移行を合理化し、AIに備える,Theater-Session,Others,その他,,,,,"Generative AI is reshaping the future — but is your data estate ready? Legacy systems can’t keep up with the speed and scale gen AI demands. As a Snowflake Premier Tier Partner, Impetus’s LeapLogic automates workload transformation to Snowflake, helping you unlock the full potential of AI-driven innovation.
Join the session to explore how brands like Victoria’s Secret and Bath & Body Works have modernized with LeapLogic, with a live demo of how you can automate your migration journey to Snowflake.
","ジェネレーティブAIが未来を再形成する - しかし、あなたのデータエステートは準備ができていますか？レガシーシステムは、ジェネレーティブAIが要求するスピードと規模についていけません。SnowflakeプレミアティアパートナーであるインペタスのLeapLogicは、Snowflakeへのワークロード変換を自動化し、AI主導のイノベーションの可能性を最大限に引き出すお手伝いをします。
このセッションでは、Victoria's SecretやBath & Body WorksなどのブランドがLeapLogicでどのようにモダナイズしたかを、Snowflakeへの移行を自動化する方法のライブデモを交えてご紹介します。
",1741680921279001a1gW,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1741680921279001a1gW
GO226,Streamlining Cross-Engine Governance for Apache Iceberg Tables,Apache Icebergテーブルのためのクロスエンジンガバナンスの合理化,Breakout-Session,Others,その他,,,,,"As data lakes grow, seamless access and strong governance are crucial. However, governance for Apache Iceberg to-date has often ended up fragmented, forming inconsistencies and complex integrations. Apache Polaris simplifies governance for multi-engine architectures with a unified access control layer that integrates with Apache Spark, Trino, Snowflake and more. Join this session to learn more about how Polaris makes this possible along with demos, updates and ways to join the community.
","データレイクが成長するにつれ、シームレスなアクセスと強力なガバナンスが重要になる。しかし、これまでのApache Icebergのガバナンスは、しばしば断片化され、不整合や複雑な統合を形成してきました。Apache Polarisは、Apache Spark、Trino、Snowflakeなどと統合された統一アクセスコントロールレイヤーにより、マルチエンジンアーキテクチャのガバナンスを簡素化します。このセッションに参加し、Polarisがどのようにこれを可能にするのか、デモ、アップデート、コミュニティへの参加方法などを学びましょう。
",1738191212882001M1Hh,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738191212882001M1Hh
DE304,Streamlining SCD: Building Cost-Effective Data Pipelines with Dynamic Tables,SCDの合理化：ダイナミックテーブルによる費用対効果の高いデータパイプラインの構築,Breakout-Session,Data Engineering,データエンジニアリング,,,,,"Discover how Snowflake Dynamic Tables revolutionize the implementation of slowly changing dimensions (SCDs). Learn to create automated, self-maintaining data pipelines that eliminate complex ETL processes and reduce maintenance overhead. This session demonstrates practical examples of building Type 1 and 2 SCDs using Dynamic Tables, showcasing their cost-efficiency and performance benefits while ensuring data accuracy and historical tracking.
","Snowflake Dynamic Tablesが、緩やかに変化するディメンション（SCD）の実装にどのような革命をもたらすかをご覧ください。複雑なETLプロセスを排除し、メンテナンスのオーバーヘッドを削減する、自動化された自己メンテナンスのデータパイプラインを作成する方法を学びます。このセッションでは、Dynamic Tablesを使用したType 1とType 2のSCD構築の実践的な例を示し、データの正確性と履歴追跡を確保しながら、コスト効率とパフォーマンスの利点を紹介します。
",1738691074867001yhcQ,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738691074867001yhcQ
AI216,Talk to Your Data: Integrating ChatMCP in the Cimpress Data Mesh with Cortex AI,データに話しかける：Cimpress Data MeshのChatMCPとCortex AIの統合,Theater-Session,AI & ML,AI&機械学習,,,,,"Unlock the power of conversational AI within the Cimpress Data Mesh! In this session, we’ll showcase how Cimpress integrated ChatMCP into the Cimpress Data Portal, enabling teams to interact with their data products more intuitively. Learn how Cortex Analyst enhances data accessibility, accelerates insights and aligns with a Data Mesh strategy. Join us for a live demo of the end-state functionality and discover how AI-driven interfaces are revolutionizing data interaction at Cimpress powered by Snowflake Cortex AI.
","Cimpress Data Meshで会話型AIのパワーを解き放とう！このセッションでは、CimpressがどのようにChatMCPをCimpress Data Portalに統合し、チームがより直感的にデータ製品を操作できるようにしたかを紹介します。Cortex Analystがどのようにデータアクセシビリティを高め、インサイトを加速し、Data Mesh戦略と連携しているかをご紹介します。エンドステート機能のライブデモに参加し、Snowflake Cortex AIを搭載したCimpressで、AI主導のインターフェイスがどのようにデータインタラクションに革命を起こしているかをご覧ください。
",1737577008652001FYLH,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1737577008652001FYLH
MA101,Target Opportunities with S&P Global’s Visible Alpha Estimates over CRM,S&Pグローバルのビジブル・アルファ推定によるターゲット・オポチュニティ（CRM以上,Theater-Session,Marketing & Customer 360,マーケティング,,,,,"Banking, strategy and portfolio teams must identify the right opportunities at the right time. Join S&P Global to learn how firms assess granular data on market trends, financial forecasts and industry shifts with Visible Alpha Estimates over Snowflake. Screen on financial and operational metrics, then dive deeper to find the perfect target. Embedding Visible Alpha in your CRM allows users to conduct peer analysis, examine market expectations for future growth and evaluate targets.
","バンキング、戦略、ポートフォリオの各チームは、適切なタイミングで適切な機会を見極めなければなりません。S&Pグローバルは、Snowflakeを使ったVisible Alpha Estimatesで、企業が市場動向、財務予測、業界シフトに関する詳細なデータをどのように評価しているかをご紹介します。財務および経営指標をスクリーニングし、さらに深く掘り下げて完璧なターゲットを見つけましょう。Visible AlphaをCRMに組み込むことで、ユーザーは同業他社分析を行い、将来の成長に対する市場の期待を調べ、ターゲットを評価することができます。
",1741882322642001CoWS,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1741882322642001CoWS
OS201,Tech Debt Reduction and Renovation in Apache NiFi 2,アパッチNiFi 2における技術債務の削減とリノベーション,Breakout-Session,Others,その他,,,,,"Apache NiFi 2 includes many major upgrades, from Java 8 to Java 21, from AngularJS 1 to Angular 18 and from Jetty 9 to Jetty 12, among others. Apache NiFi is the foundation for Snowflake's managed integration service, providing managed and scalable pipelines for sending data to Snowflake from a variety of sources. Join a project committee member and author of the NiFi 2 roadmap for a review of the goals and implementation that went into this new version. From dependency changes to module restructuring, from code deletion to significant rewrites, this session highlights engineering strategies for extending, refining and pruning a large open source project.
","Apache NiFi 2には、Java 8からJava 21、AngularJS 1からAngular 18、Jetty 9からJetty 12など、多くのメジャーアップグレードが含まれています。Apache NiFiはSnowflakeのマネージド統合サービスの基盤であり、様々なソースからSnowflakeにデータを送信するためのマネージドでスケーラブルなパイプラインを提供します。プロジェクト委員会のメンバーであり、NiFi 2ロードマップの作成者でもある同氏と一緒に、この新バージョンに込められた目標と実装についてレビューしましょう。依存関係の変更からモジュールの再構築、コードの削除から大幅な書き換えまで、このセッションでは、大規模なオープンソースプロジェクトを拡張、改良、刈り込みするためのエンジニアリング戦略に焦点を当てます。
",1738299151772001wl8X,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738299151772001wl8X
MA302,The Collaboration Revolution with Clean Rooms and AI,クリーンルームとAIによるコラボレーション革命,Breakout-Session,Marketing & Customer 360,マーケティング,,,,,"Data clean rooms are rapidly evolving from privacy-preserving data collaboration environments into powerful engines for AI- and ML-driven insights. This session will dive into the technical architecture and product capabilities enabling clean rooms to support advanced use cases across the marketing lifecycle — from identity resolution and lookalike modeling to cross-channel attribution and real-time optimization. Beyond advertising, we’ll examine how these innovations are scaling into verticals like retail and healthcare, where secure data collaboration is unlocking next-gen personalization, predictive analytics and clinical insights.
","データクリーンルームは、プライバシーを保護するデータコラボレーション環境から、AIやML主導の洞察のための強力なエンジンへと急速に進化しています。本セッションでは、アイデンティティ解決や類似モデリングからクロスチャネル・アトリビューションやリアルタイム最適化まで、マーケティング・ライフサイクル全体の高度なユースケースをサポートするクリーンルームを実現する技術的アーキテクチャと製品機能について掘り下げます。また、広告にとどまらず、こうしたイノベーションが小売やヘルスケアといった垂直分野にもどのように拡大しつつあるのか、安全なデータ・コラボレーションが次世代のパーソナライゼーション、予測分析、臨床洞察をどのように解き放つのかを検証します。
",1743624253287001zGAQ,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1743624253287001zGAQ
IN127,The Cross-Industry Impact: Powering Healthcare & Life Sciences with Data Sharing,業界を超えたインパクト：データ共有でヘルスケアとライフサイエンスを強化,Breakout-Session,Industry Impact,業界への影響,,,,,"Uncover the power of the network effect and a connected AI Data Cloud. This session brings to life how healthcare and life sciences organizations are collaborating across industries with partners in retail and manufacturing to enable business-critical use cases, including clinical research, patient 360, supply chain and pharmaceutical sales. Hear from industry-leading organizations on how they’re architecting around data interoperability, secure data sharing and new AI-powered capabilities to drive real business outcomes. 
","ネットワーク効果とコネクテッドAIデータクラウドのパワーを明らかにします。このセッションでは、ヘルスケアおよびライフサイエンス企業が、臨床研究、患者360、サプライチェーン、医薬品販売など、ビジネスクリティカルなユースケースを実現するために、小売業や製造業のパートナーと業界を超えてどのように協業しているかを紹介します。業界をリードする組織が、データの相互運用性、安全なデータ共有、AIを活用した新機能をどのようにアーキテクチャーし、真のビジネス成果を生み出しているのかをご紹介します。
",1738722540831001CgHP,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738722540831001CgHP
AI232,"The Exec AI Playbook: Strategy, Innovation and Impact for Enterprises",エグゼクティブAIプレイブック企業のための戦略、イノベーション、インパクト,Theater-Session,AI & ML,AI&機械学習,,,,,"Enterprise AI success requires cross-functional collaboration. In this fireside chat, senior executives from technology, data and innovation will explore how AI is being embedded into enterprise strategies, optimizing costs and ensuring governance. Gain insights into the evolving role of AI in the C-suite, the challenges of adoption, and how leadership teams can future-proof their organizations for AI-driven transformation.
","エンタープライズAIの成功には、部門を超えたコラボレーションが必要です。このファイヤーサイドチャットでは、テクノロジー、データ、イノベーションの各分野のシニアエグゼクティブが、AIをどのように企業戦略に組み込み、コストを最適化し、ガバナンスを確保するかを探ります。C-suiteにおけるAIの進化する役割、採用の課題、そしてリーダーシップチームがAI主導の変革に向けて組織を将来的に強化する方法について洞察を深めてください。
",1740082233067001KLzi,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1740082233067001KLzi
IN116,The Financial Services C-Suite Panel,金融サービス部門のC-Suiteパネル,Breakout-Session,Industry Impact,業界への影響,,,,,"Join an off-the-record and candid panel discussion with financial services C-suite executives on where they see AI investment priorities, data and AI design considerations and strategic use cases being implemented across the industry. Moderated by Rinesh Patel, Snowflake’s Global Head of Financial Services, this session will explore the evolving ethos toward AI and what it means for the future of the industry.
","金融サービスのC-suiteエグゼクティブによるオフレコで率直なパネルディスカッションに参加し、AI投資の優先順位、データとAI設計の検討事項、業界全体で実施されている戦略的ユースケースをご覧ください。スノーフレークの金融サービス部門グローバル責任者であるリネッシュ・パテルがモデレーターを務めるこのセッションでは、AIに対する進化する考え方と、それが業界の将来にとって何を意味するのかを探ります。
",1738722220343001Nr3K,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738722220343001Nr3K
IN118,"The Financial Services Data, Apps and AI Guide",金融サービスデータ、アプリ、AIガイド,Breakout-Session,Industry Impact,業界への影響,,,,,"Powering business-critical financial services use cases requires access to and seamless interoperability of state-of-the-art, best-of-breed data, services and AI models. This session will bring to life Snowflake’s AI Data Cloud for Financial Services. Hear how industry-leading organizations are tapping into the ecosystem to drive both operational efficiencies and business outcomes. Learn about new capabilities, new partnerships and new data and AI use cases being powered on Snowflake today. 
","ビジネスクリティカルな金融サービスのユースケースを強化するには、最先端のベスト・オブ・ブリードのデータ、サービス、AIモデルへのアクセスとシームレスな相互運用性が必要です。本セッションでは、スノーフレークの金融サービス向けAIデータクラウドをご紹介します。業界をリードする企業がどのようにエコシステムを活用し、業務の効率化とビジネス成果の向上を実現しているかをご紹介します。新しい機能、新しいパートナーシップ、Snowflakeで実現されている新しいデータとAIのユースケースについてご紹介します。
",1738722284444001c3H8,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738722284444001c3H8
GO202,The First Line of Defense: Secure Network Connectivity Strategies for Snowflake,防御の第一線：Snowflakeの安全なネットワーク接続戦略,Breakout-Session,Others,その他,,,,,"Network security is the first line of defense in Snowflake's defense-in-depth security paradigm. This session will cover integrating Snowflake with your environments (such as Iceberg tables and other resources), using private connectivity, and designing network policies that balance security, scalability and manageability. It will unveil the latest network security innovations, real-world architectures, best practices and hands-on guidance to help participants build a robust security posture.
","ネットワークセキュリティは、Snowflakeの深層防御セキュリティパラダイムにおける防御の第一線です。このセッションでは、（Icebergテーブルやその他のリソースなどの）環境とSnowflakeの統合、プライベート接続の使用、セキュリティ、スケーラビリティ、管理性のバランスを考慮したネットワークポリシーの設計について説明します。最新のネットワーク・セキュリティ・イノベーション、実際のアーキテクチャ、ベスト・プラクティス、実践的なガイダンスを紹介し、参加者が強固なセキュリティ体制を構築できるよう支援します。
",1738363253014001X8rY,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738363253014001X8rY
MA108,The Future of AI Personalization: How URBN Is Redefining Customer Engagement,AIパーソナライゼーションの未来：URBNはどのように顧客エンゲージメントを再定義しているか,Theater-Session,Marketing & Customer 360,マーケティング,,,,,"Popular retail brands like Urban Outfitters and Anthropologie have long been leaders in crafting compelling, customer-centric shopping experiences. Now, with the powerful new integration between Attentive and Snowflake, URBN's portfolio of brands are taking personalized engagement to the next level—unlocking richer insights, deeper connections, and more impactful marketing strategies. By optimizing ML models for targeted campaigns, this integration enhances predictive modeling, driving higher-performing SMS and email marketing. This cutting-edge approach is redefining personalization—one intelligent, data-driven interaction at a time.",Urban OutfittersやAnthropologieのような人気小売ブランドは、魅力的で顧客中心のショッピング体験を作り上げるリーダーとして長い間活躍してきました。現在、AttentiveとSnowflakeの強力な統合により、URBNのブランドポートフォリオは、パーソナライズされたエンゲージメントを次のレベルに引き上げ、より豊かなインサイト、より深いつながり、よりインパクトのあるマーケティング戦略を実現しています。ターゲットを絞ったキャンペーンのためにMLモデルを最適化することで、この統合は予測モデリングを強化し、よりパフォーマンスの高いSMSおよびEメールマーケティングを推進します。この最先端のアプローチは、パーソナライゼーションを再定義し、インテリジェントでデータ駆動型のインタラクションを一度に1つずつ実現します。,1738873159277001Ucpn,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738873159277001Ucpn
MA209,The Future of AI-Powered Firms: Unlocking Value and Maintaining Relevance,AIを活用した企業の未来：価値の解き放ちと関連性の維持,Theater-Session,Marketing & Customer 360,マーケティング,,,,,"As AI evolves, firms must choose between being infrastructure providers or full-service solutions—middlemen will fade. Bill Stratton (Snowflake) and John Saunders (Power Digital) discuss why AI-powered service firms will lead by centralizing AI alongside human expertise. Power Digital shares how Cortex AI drives scale, client value, and future-proofing, offering a blueprint for service firms to own their capabilities and thrive in the AI era.",AIの進化に伴い、企業はインフラ・プロバイダーかフルサービス・ソリューションのどちらかを選択しなければならない。ビル・ストラットン（Snowflake）とジョン・サンダース（Power Digital）は、AIを活用したサービス企業が、人間の専門知識とともにAIを一元化することでリードする理由について論じている。Power Digitalは、Cortex AIがどのようにスケール、顧客価値、将来性を高めるかを紹介し、サービス企業が自らの能力を持ち、AI時代に成功するための青写真を提示する。,1738356917960001d2m1,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738356917960001d2m1
IN102,The Future of Financial Services: Architecting for Data & AI ROI with Snowflake,金融サービスの未来：SnowflakeによるデータとAIのROIのためのアーキテクチャー,Breakout-Session,Industry Impact,業界への影響,,,,,"Navigating an AI-powered, data-driven financial services future can be challenging, particularly as the industry faces greater pressure to demonstrate tangible returns on their AI investments. Join the Financial Services keynote at Summit and hear directly from industry leaders about their partnerships with Snowflake, the business and technology challenges they’re looking to solve and the key use cases they’re implementing. And learn what the latest Snowflake announcements mean for the industry. Whether you’re a business executive, a technology leader or a Snowflake user, this session will provide actionable insights on how to architect for data and AI ROI.
","AIを活用したデータ主導の金融サービスの未来をナビゲートすることは、特に業界がAI投資に対する具体的なリターンを示すという大きなプレッシャーに直面する中、困難なことです。Summitの金融サービス基調講演に参加し、業界リーダーから直接、Snowflakeとのパートナーシップ、解決しようとしているビジネスとテクノロジーの課題、実装している主なユースケースについてお聞きください。また、Snowflakeの最新発表が業界にとってどのような意味を持つのかについてもご紹介します。経営幹部、テクノロジー・リーダー、Snowflakeユーザーのいずれであっても、このセッションでは、データとAIのROIを実現するためのアーキテクト方法に関する実用的な洞察を得ることができます。
",1738720846608001PhGl,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738720846608001PhGl
IN105,The Future of Healthcare and Life Sciences,ヘルスケアとライフサイエンスの未来,Breakout-Session,Industry Impact,業界への影響,,,,,"As healthcare and life sciences organizations look to transform their business functions by leveraging AI, the ability to ingest and transform multimodal data is more critical than ever. Join the Healthcare & Life Sciences keynote at Summit and hear directly from leaders about how they are working with Snowflake to simplify their data foundations — with the FAIR and TEFCA principles at the core. Hear about best practices, design considerations and customer proof points. Learn what the latest Snowflake announcements mean for the industry. We will also provide actionable insights on how to both enable AI by architecting for interoperability and leverage AI for operational efficiency.
","ヘルスケアおよびライフサイエンス企業がAIの活用によるビジネス機能の変革を目指す中、マルチモーダルデータの取り込みと変換の能力はこれまで以上に重要になっています。Summitのヘルスケア＆ライフサイエンス基調講演に参加し、FAIRとTEFCAの原則を中核として、データ基盤を簡素化するためにSnowflakeとどのように取り組んでいるかについて、リーダーから直接話を聞きましょう。ベストプラクティス、設計上の考慮事項、顧客の実証ポイントについてお聞きください。最新のSnowflakeの発表が業界にとって何を意味するのかを学びます。また、相互運用性のためのアーキテクチャーによってAIを実現する方法と、運用効率のためにAIを活用する方法の両方について、実用的な洞察を提供します。
",1738721299401001qVgv,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738721299401001qVgv
IN115,"The Future of Marketing: Trust, Relevance and Impact",マーケティングの未来信頼、関連性、インパクト,Breakout-Session,Industry Impact,業界への影響,,,,,"Step into the marketer’s seat. In this session, we’ll navigate the marketing journey, stopping at each checkpoint to show how Snowflake can boost your marketing success. With Snowflake, trust is your foundation with privacy and security at every stage. Relevance is our advantage, with AI guiding us to the right players with the right message at the right time. And impact is no longer a mystery — we’ll measure every decision to maximize success. This session won’t just cover a typical campaign — it will take you on a data-driven adventure to the future of marketing. Join us to unlock the future of AI-powered marketing and turn insights into action, step by step, on the road to launch.
","マーケティング担当者の席に座りましょう。このセッションでは、マーケティングの旅をナビゲートし、各チェックポイントに立ち寄り、Snowflakeがマーケティングの成功をどのように後押しできるかを紹介します。Snowflakeでは、プライバシーとセキュリティがあらゆる段階で確保され、信頼が基盤となります。AIが適切なプレイヤーに適切なタイミングで適切なメッセージを届けるよう導いてくれます。スノーフレークでは、すべての意思決定を測定し、成功を最大化します。このセッションでは、典型的なキャンペーンを取り上げるだけでなく、データ主導のマーケティングの未来への冒険にご案内します。AIを活用したマーケティングの未来を解き明かし、ローンチまでの道のりをステップ・バイ・ステップでインサイトをアクションに変えていきましょう。
",1738722109222001lSkZ,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738722109222001lSkZ
IN104,The Future of Media: Enterprise Data and AI for a Privacy-First Ecosystem,メディアの未来：プライバシーを最優先するエコシステムのための企業データとAI,Breakout-Session,Industry Impact,業界への影響,,,,,"Navigate the future of media with the AI Data Cloud. This session reveals how three critical trends — multimodal AI, the unified adtech/martech cloud and a centralized data gravity approach — are revolutionizing content strategies and revenue models. Discover how Snowflake empowers media leaders to deliver personalized experiences, maximize advertising ROI and streamline operations. Witness firsthand how industry pioneers leverage Snowflake and Snowflake Cortex AI to drive innovation and gain a competitive edge in the dynamic media landscape.
","AIデータクラウドでメディアの未来をナビゲート。このセッションでは、マルチモーダルAI、統合アドテク／マーテク・クラウド、一元化データ・グラヴィティ・アプローチという3つの重要なトレンドが、コンテンツ戦略と収益モデルにどのような革命をもたらしているかを明らかにします。Snowflakeがどのようにメディアリーダーにパーソナライズされた体験を提供し、広告ROIを最大化し、オペレーションを合理化するかをご覧ください。業界のパイオニアがどのようにSnowflakeとSnowflake Cortex AIを活用してイノベーションを推進し、ダイナミックなメディア環境で競争力を獲得しているかを直接ご覧ください。
",1738721027223001nESB,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738721027223001nESB
IN111,The Future of Public Sector: Driving Efficiency and Performance,公共部門の未来効率とパフォーマンスの向上,Breakout-Session,Industry Impact,業界への影響,,,,,"Governments face growing pressure to improve efficiency, navigate rising expectations and modernize operations amid shifting political and economic mandates. This session explores how public sector leaders can use data and AI to drive performance, make faster decisions and deliver better outcomes. Learn how Snowflake’s AI Data Cloud for Government & Education helps agencies break down silos, embed AI responsibly and respond to today’s demands while preparing for future challenges.
","政府は、政治的・経済的な要請が変化する中、効率性の向上、期待の高まりへの対応、業務の近代化といったプレッシャーの高まりに直面している。このセッションでは、公共部門のリーダーがデータとAIを活用してパフォーマンスを促進し、より迅速な意思決定を行い、より良い成果を実現する方法を探ります。スノーフレークの政府・教育機関向けAIデータクラウドが、どのように機関のサイロ化を解消し、責任を持ってAIを組み込み、将来の課題に備えながら今日の需要に対応するのに役立つかを学びます。
",1738721604304001ZJxe,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738721604304001ZJxe
IN107,The Future of Retail and Consumer Goods,小売と消費財の未来,Breakout-Session,Industry Impact,業界への影響,,,,,"The retail and consumer goods industries are undergoing significant transformation, driven by shifting consumer behaviors, global economic changes, supply chain disruptions and, most importantly, rapid technological innovation. This session is designed for business and technology leaders in RCG, offering them insights and strategies needed to navigate and thrive in this evolving landscape. Learn from the transformational experience of the leading global consumer goods company, Snowflake industry experts and key partners as they explore how data and AI technologies are shaping the industries' future.
","小売・消費財業界は、消費者行動の変化、世界経済の変化、サプライチェーンの混乱、そして最も重要な急速な技術革新によって、大きな変革期を迎えています。本セッションは、RCGのビジネス・リーダーおよびテクノロジー・リーダーを対象としており、この進化する状況を乗り切り、成功するために必要な洞察と戦略を提供します。世界有数の消費財メーカー、スノーフレークの業界専門家、主要パートナーによる変革の経験から学び、データとAIテクノロジーが業界の未来をどのように形成しているかを探ります。
",1738721465596001v9Ru,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738721465596001v9Ru
IN112,The Future of Telecom: Unlocking AI-Driven Intelligence and Innovation,テレコムの未来AI主導のインテリジェンスとイノベーションを解き放つ,Breakout-Session,Industry Impact,業界への影響,,,,,"In this session, Snowflake will guide you through the blueprint for becoming an AI-powered telco, covering how real-time data, AI models and advanced analytics are reshaping the industry. We’ll spotlight Zayo as a proof point of what’s possible. David Sedlock will join us to share how Zayo is executing on its AI transformation, the challenges it's tackled and key lessons to accelerate your own journey. The future of telecom isn’t just about speed — it’s about intelligence. With the Snowflake AI Data Cloud, operators are transforming data into decisions, networks into AI-driven ecosystems and challenges into opportunities. Join us to explore what it takes to lead in this new era.
","本セッションでは、スノーフレークがAIを活用した通信事業者になるための青写真をご案内し、リアルタイムデータ、AIモデル、高度なアナリティクスがどのように業界を再構築しているかを取り上げます。Zayoにスポットを当て、何が可能かを証明します。デイビッド・セドロックも参加し、ZayoがどのようにAI変革を実行しているのか、どのような課題に取り組んでいるのか、そしてご自身の変革を加速させるための重要な教訓についてお話しします。電気通信の未来はスピードだけではありません。Snowflake AI Data Cloudにより、通信事業者はデータを意思決定に、ネットワークをAI主導のエコシステムに、そして課題をチャンスに変えています。この新時代をリードするために何が必要かを探るために、ぜひご参加ください。
",1738721724041001MZdb,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738721724041001MZdb
DO214,The Golden Ticket: A Behind-the-Scenes Look at Generative AI Observability,ゴールデン・チケットジェネレーティブAIの観測可能性の舞台裏,Theater-Session,Others,その他,,,,,"Generative AI observability holds the potential to transform enterprise data teams. In this session, deep dive into the architecture, benefits and challenges of T. Rowe Price’s gen AI use cases for data discovery and data supply chain innovation — resulting in 50% increased efficiency. Learn how the key components of gen AI observability, including observability into unstructured data, vector databases, LLMs and the AI data stack accelerate data quality management.
","ジェネレーティブAIは、企業のデータチームを変革する可能性を秘めています。本セッションでは、T. ロウ・プライスのデータディスカバリーおよびデータサプライチェーンイノベーションのためのジェネレーティブAIユースケースのアーキテクチャ、メリット、課題を深く掘り下げます。非構造化データへのオブザーバビリティ、ベクトル・データベース、LLM、AIデータ・スタックなど、Gen AI Observabilityの主要コンポーネントがデータ品質管理をどのように加速するかを学びます。
",1738344311418001Pxwj,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738344311418001Pxwj
IN125,The Healthcare and Life Sciences Executive Panel,ヘルスケア＆ライフサイエンス・エグゼクティブ・パネル,Breakout-Session,Industry Impact,業界への影響,,,,,"Get the inside track. Join this off-the-record and completely candid conversation with leaders across the healthcare and life sciences industry about how they are driving data, technology and organizational transformation within their companies. This session will explore the data and AI investment priorities at their organizations, the key business and technology use cases they’re enabling, the direction the industry is headed and key learnings from their Snowflake partnerships. 
","内部事情を知る。ヘルスケアおよびライフサイエンス業界のリーダーたちが、社内でどのようにデータ、テクノロジー、組織の変革を推進しているかについて、オフレコで率直に語ります。このセッションでは、各企業におけるデータとAIへの投資の優先順位、彼らが実現している主要なビジネスとテクノロジーのユースケース、業界の方向性、そしてSnowflakeパートナーシップから得た主な学びを探ります。
",1738722490350001jeoY,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738722490350001jeoY
DE225,The Latest and Greatest on Dynamic Tables,ダイナミック・テーブルの最新と偉大さ,Breakout-Session,Data Engineering,データエンジニアリング,,,,,"Come learn the latest features available in Dynamic Tables. You’ll learn about new security and governance features, expanded Iceberg support bringing the power of Dynamic Tables directly to your data lake or lakehouse, and what’s new in observability and performance optimization, among others. You will also hear from a special guest about how Dynamic Tables have delivered business outcomes.
","Dynamic Tablesの最新機能をご紹介します。新しいセキュリティとガバナンス機能、Dynamic Tablesのパワーをデータレイクやレイクハウスに直接もたらすIcebergサポートの拡張、観測可能性とパフォーマンスの最適化などの新機能をご紹介します。また、特別ゲストから、Dynamic Tablesがどのようにビジネス成果をもたらしたかについてお話を伺います。
",1738691943465001qoCQ,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738691943465001qoCQ
